"id","name","amount","stage","probability","closeDate","contact.name","contact.email","contact.phone","contact.company","contact.title","createdAt","updatedAt","activities.type","activities.date","activities.notes"
"D00022","Oberbrunner - Veum - Handmade Marble Car",251488,"negotiation",63,"2025-11-15","Jaime Keebler","ahmad.leuschke-rosenbaum@yahoo.com","1-614-864-5054 x41615","Hermiston LLC","Direct Integration Engineer","2025-10-05T06:55:29.808Z","2025-10-31T17:39:42.635Z","meeting","2025-10-18","Alioqui culpo aliquam dolor cruentus speciosus."
"D00022","Oberbrunner - Veum - Handmade Marble Car",251488,"negotiation",63,"2025-11-15","Jaime Keebler","ahmad.leuschke-rosenbaum@yahoo.com","1-614-864-5054 x41615","Hermiston LLC","Direct Integration Engineer","2025-10-05T06:55:29.808Z","2025-10-31T17:39:42.635Z","meeting","2025-10-15","Corroboro votum animus cetera suppellex thalassinus conicio."
"D00022","Oberbrunner - Veum - Handmade Marble Car",251488,"negotiation",63,"2025-11-15","Jaime Keebler","ahmad.leuschke-rosenbaum@yahoo.com","1-614-864-5054 x41615","Hermiston LLC","Direct Integration Engineer","2025-10-05T06:55:29.808Z","2025-10-31T17:39:42.635Z","email","2025-10-10","Versus paens carcer desolo allatus demonstro."
"D00023","Sporer - Hammes - Frozen Silk Shirt",147314,"closed-won",100,"2025-11-10","Peter Lang","eusebio_wolff@yahoo.com","(948) 703-8636 x6499","Wilderman - Hills","Lead Assurance Liaison","2025-09-09T13:01:42.593Z","2025-11-06T00:07:15.125Z","call","2025-10-12","Cogo accusator verbum vesper stips cado deporto cras auctor."
"D00023","Sporer - Hammes - Frozen Silk Shirt",147314,"closed-won",100,"2025-11-10","Peter Lang","eusebio_wolff@yahoo.com","(948) 703-8636 x6499","Wilderman - Hills","Lead Assurance Liaison","2025-09-09T13:01:42.593Z","2025-11-06T00:07:15.125Z","demo","2025-09-17","Stipes explicabo verus."
"D00023","Sporer - Hammes - Frozen Silk Shirt",147314,"closed-won",100,"2025-11-10","Peter Lang","eusebio_wolff@yahoo.com","(948) 703-8636 x6499","Wilderman - Hills","Lead Assurance Liaison","2025-09-09T13:01:42.593Z","2025-11-06T00:07:15.125Z","meeting","2025-09-12","Cilicium aegrus facilis vulgo ipsum accedo tristis."
"D00023","Sporer - Hammes - Frozen Silk Shirt",147314,"closed-won",100,"2025-11-10","Peter Lang","eusebio_wolff@yahoo.com","(948) 703-8636 x6499","Wilderman - Hills","Lead Assurance Liaison","2025-09-09T13:01:42.593Z","2025-11-06T00:07:15.125Z","email","2025-10-03","Amoveo a conforto."
"D00023","Sporer - Hammes - Frozen Silk Shirt",147314,"closed-won",100,"2025-11-10","Peter Lang","eusebio_wolff@yahoo.com","(948) 703-8636 x6499","Wilderman - Hills","Lead Assurance Liaison","2025-09-09T13:01:42.593Z","2025-11-06T00:07:15.125Z","meeting","2025-10-17","Explicabo conturbo valetudo."
"D00023","Sporer - Hammes - Frozen Silk Shirt",147314,"closed-won",100,"2025-11-10","Peter Lang","eusebio_wolff@yahoo.com","(948) 703-8636 x6499","Wilderman - Hills","Lead Assurance Liaison","2025-09-09T13:01:42.593Z","2025-11-06T00:07:15.125Z","call","2025-09-24","Vinculum arx attonbitus depereo tepesco aperio earum deleo."
"D00023","Sporer - Hammes - Frozen Silk Shirt",147314,"closed-won",100,"2025-11-10","Peter Lang","eusebio_wolff@yahoo.com","(948) 703-8636 x6499","Wilderman - Hills","Lead Assurance Liaison","2025-09-09T13:01:42.593Z","2025-11-06T00:07:15.125Z","call","2025-09-10","Culpo depulso ager."
"D00024","Altenwerth - Emard - Sleek Marble Hat",102725,"closed-lost",0,"2025-12-24","Madeline Cole","bridget_cummings@gmail.com","290.900.6946","Sauer, Dickinson and Jakubowski","Dynamic Web Analyst","2025-09-06T14:00:26.906Z","2025-10-02T17:57:32.129Z","demo","2025-09-09","Vinum tracto blanditiis appono undique callide iure dolorem."
"D00024","Altenwerth - Emard - Sleek Marble Hat",102725,"closed-lost",0,"2025-12-24","Madeline Cole","bridget_cummings@gmail.com","290.900.6946","Sauer, Dickinson and Jakubowski","Dynamic Web Analyst","2025-09-06T14:00:26.906Z","2025-10-02T17:57:32.129Z","demo","2025-09-10","Coaegresco adfero decretum stabilis aureus aggredior caelestis arma."
"D00024","Altenwerth - Emard - Sleek Marble Hat",102725,"closed-lost",0,"2025-12-24","Madeline Cole","bridget_cummings@gmail.com","290.900.6946","Sauer, Dickinson and Jakubowski","Dynamic Web Analyst","2025-09-06T14:00:26.906Z","2025-10-02T17:57:32.129Z","call","2025-10-01","Allatus aegre velum angelus defluo charisma."
"D00024","Altenwerth - Emard - Sleek Marble Hat",102725,"closed-lost",0,"2025-12-24","Madeline Cole","bridget_cummings@gmail.com","290.900.6946","Sauer, Dickinson and Jakubowski","Dynamic Web Analyst","2025-09-06T14:00:26.906Z","2025-10-02T17:57:32.129Z","demo","2025-09-30","Atque ambulo acceptus sui carcer."
"D00024","Altenwerth - Emard - Sleek Marble Hat",102725,"closed-lost",0,"2025-12-24","Madeline Cole","bridget_cummings@gmail.com","290.900.6946","Sauer, Dickinson and Jakubowski","Dynamic Web Analyst","2025-09-06T14:00:26.906Z","2025-10-02T17:57:32.129Z","demo","2025-09-21","Bibo cogito ducimus deficio tum caveo tardus curso suspendo."
"D00024","Altenwerth - Emard - Sleek Marble Hat",102725,"closed-lost",0,"2025-12-24","Madeline Cole","bridget_cummings@gmail.com","290.900.6946","Sauer, Dickinson and Jakubowski","Dynamic Web Analyst","2025-09-06T14:00:26.906Z","2025-10-02T17:57:32.129Z","meeting","2025-09-24","Accendo aperiam voluptatum sperno autus decet."
"D00025","Collins, Baumbach and Emard - Incredible Granite Shirt",228362,"lead",13,"2026-02-02","Conrad O'Hara","ross_reichert@gmail.com","407-921-2106","Champlin and Sons","Chief Implementation Liaison","2025-07-20T07:32:49.848Z","2025-10-13T08:12:55.045Z","email","2025-08-03","Illo verecundia veniam vitae carmen thesaurus aperte callide casus."
"D00025","Collins, Baumbach and Emard - Incredible Granite Shirt",228362,"lead",13,"2026-02-02","Conrad O'Hara","ross_reichert@gmail.com","407-921-2106","Champlin and Sons","Chief Implementation Liaison","2025-07-20T07:32:49.848Z","2025-10-13T08:12:55.045Z","demo","2025-09-20","Incidunt cometes xiphias corrigo valens curo unde volutabrum curis vomer."
"D00026","Stiedemann - Stamm - Elegant Gold Shoes",485387,"qualified",23,"2025-12-23","Christian Gorczany","magali.hermann@hotmail.com","771.659.4789 x1421","Hyatt Group","National Response Coordinator","2025-09-10T23:34:27.813Z","2025-10-03T17:49:56.559Z","call","2025-09-29","Cicuta absconditus pauci repellendus creber absorbeo."
"D00026","Stiedemann - Stamm - Elegant Gold Shoes",485387,"qualified",23,"2025-12-23","Christian Gorczany","magali.hermann@hotmail.com","771.659.4789 x1421","Hyatt Group","National Response Coordinator","2025-09-10T23:34:27.813Z","2025-10-03T17:49:56.559Z","meeting","2025-09-21","Versus coaegresco stella vinitor auctus defungo."
"D00026","Stiedemann - Stamm - Elegant Gold Shoes",485387,"qualified",23,"2025-12-23","Christian Gorczany","magali.hermann@hotmail.com","771.659.4789 x1421","Hyatt Group","National Response Coordinator","2025-09-10T23:34:27.813Z","2025-10-03T17:49:56.559Z","demo","2025-09-25","Deprimo traho libero ustilo cura adficio."
"D00026","Stiedemann - Stamm - Elegant Gold Shoes",485387,"qualified",23,"2025-12-23","Christian Gorczany","magali.hermann@hotmail.com","771.659.4789 x1421","Hyatt Group","National Response Coordinator","2025-09-10T23:34:27.813Z","2025-10-03T17:49:56.559Z","demo","2025-09-22","Dolorum theca tempore approbo sophismata appositus."
"D00027","Jacobs, Strosin and Kohler - Fantastic Marble Cheese",366649,"proposal",40,"2026-02-04","Eileen Grimes","lizeth.bechtelar@yahoo.com","610.499.0376","O'Connell and Sons","Central Configuration Liaison","2025-06-22T15:03:44.823Z","2025-06-25T01:32:43.635Z","demo","2025-06-23","Inventore calculus itaque adulatio vulariter."
"D00027","Jacobs, Strosin and Kohler - Fantastic Marble Cheese",366649,"proposal",40,"2026-02-04","Eileen Grimes","lizeth.bechtelar@yahoo.com","610.499.0376","O'Connell and Sons","Central Configuration Liaison","2025-06-22T15:03:44.823Z","2025-06-25T01:32:43.635Z","meeting","2025-06-24","Uter debilito vesica."
"D00027","Jacobs, Strosin and Kohler - Fantastic Marble Cheese",366649,"proposal",40,"2026-02-04","Eileen Grimes","lizeth.bechtelar@yahoo.com","610.499.0376","O'Connell and Sons","Central Configuration Liaison","2025-06-22T15:03:44.823Z","2025-06-25T01:32:43.635Z","demo","2025-06-23","Spes magni terebro stillicidium concedo dolore."
"D00027","Jacobs, Strosin and Kohler - Fantastic Marble Cheese",366649,"proposal",40,"2026-02-04","Eileen Grimes","lizeth.bechtelar@yahoo.com","610.499.0376","O'Connell and Sons","Central Configuration Liaison","2025-06-22T15:03:44.823Z","2025-06-25T01:32:43.635Z","call","2025-06-24","Suggero nam vado cum tubineus vix corporis terror cornu condico."
"D00028","Cummings, Murphy and Padberg - Fresh Ceramic Gloves",136164,"negotiation",72,"2025-11-14","Lori Zemlak Jr.","nickolas36@gmail.com","389-670-6687","Howell, Rohan and Powlowski","Dynamic Assurance Supervisor","2025-10-05T05:18:06.698Z","2025-11-04T02:04:12.447Z","demo","2025-10-25","Cubicularis thorax terra caries cervus accommodo reprehenderit."
"D00028","Cummings, Murphy and Padberg - Fresh Ceramic Gloves",136164,"negotiation",72,"2025-11-14","Lori Zemlak Jr.","nickolas36@gmail.com","389-670-6687","Howell, Rohan and Powlowski","Dynamic Assurance Supervisor","2025-10-05T05:18:06.698Z","2025-11-04T02:04:12.447Z","demo","2025-10-16","Truculenter curriculum angelus ultra conitor conduco victoria aurum voluntarius conspergo."
"D00028","Cummings, Murphy and Padberg - Fresh Ceramic Gloves",136164,"negotiation",72,"2025-11-14","Lori Zemlak Jr.","nickolas36@gmail.com","389-670-6687","Howell, Rohan and Powlowski","Dynamic Assurance Supervisor","2025-10-05T05:18:06.698Z","2025-11-04T02:04:12.447Z","call","2025-10-24","Attero paens terreo volo cursus aperio."
"D00028","Cummings, Murphy and Padberg - Fresh Ceramic Gloves",136164,"negotiation",72,"2025-11-14","Lori Zemlak Jr.","nickolas36@gmail.com","389-670-6687","Howell, Rohan and Powlowski","Dynamic Assurance Supervisor","2025-10-05T05:18:06.698Z","2025-11-04T02:04:12.447Z","demo","2025-10-17","Enim bardus caecus deduco defero sponte triduana ancilla adeo sequi."
"D00028","Cummings, Murphy and Padberg - Fresh Ceramic Gloves",136164,"negotiation",72,"2025-11-14","Lori Zemlak Jr.","nickolas36@gmail.com","389-670-6687","Howell, Rohan and Powlowski","Dynamic Assurance Supervisor","2025-10-05T05:18:06.698Z","2025-11-04T02:04:12.447Z","demo","2025-10-18","Bis adeptio substantia sto tubineus aegre cohibeo custodia terebro nostrum."
"D00029","Larkin, Purdy and Hyatt - Fresh Bamboo Hat",309707,"closed-won",100,"2025-12-03","Tracey Hermiston","genesis_kshlerin91@gmail.com","(559) 222-7109 x084","Grady and Sons","Central Markets Technician","2025-05-23T22:44:29.702Z","2025-07-10T09:23:12.834Z","demo","2025-06-14","Bestia patior debitis confugo vulgaris."
"D00029","Larkin, Purdy and Hyatt - Fresh Bamboo Hat",309707,"closed-won",100,"2025-12-03","Tracey Hermiston","genesis_kshlerin91@gmail.com","(559) 222-7109 x084","Grady and Sons","Central Markets Technician","2025-05-23T22:44:29.702Z","2025-07-10T09:23:12.834Z","meeting","2025-07-08","Vito celer beneficium."
"D00029","Larkin, Purdy and Hyatt - Fresh Bamboo Hat",309707,"closed-won",100,"2025-12-03","Tracey Hermiston","genesis_kshlerin91@gmail.com","(559) 222-7109 x084","Grady and Sons","Central Markets Technician","2025-05-23T22:44:29.702Z","2025-07-10T09:23:12.834Z","call","2025-06-19","Enim asporto abutor vilis denuncio traho."
"D00029","Larkin, Purdy and Hyatt - Fresh Bamboo Hat",309707,"closed-won",100,"2025-12-03","Tracey Hermiston","genesis_kshlerin91@gmail.com","(559) 222-7109 x084","Grady and Sons","Central Markets Technician","2025-05-23T22:44:29.702Z","2025-07-10T09:23:12.834Z","demo","2025-07-09","Calcar deleniti tutamen."
"D00029","Larkin, Purdy and Hyatt - Fresh Bamboo Hat",309707,"closed-won",100,"2025-12-03","Tracey Hermiston","genesis_kshlerin91@gmail.com","(559) 222-7109 x084","Grady and Sons","Central Markets Technician","2025-05-23T22:44:29.702Z","2025-07-10T09:23:12.834Z","demo","2025-06-10","Desolo cimentarius ocer solitudo accusamus tutis volup vinco atrocitas."
"D00029","Larkin, Purdy and Hyatt - Fresh Bamboo Hat",309707,"closed-won",100,"2025-12-03","Tracey Hermiston","genesis_kshlerin91@gmail.com","(559) 222-7109 x084","Grady and Sons","Central Markets Technician","2025-05-23T22:44:29.702Z","2025-07-10T09:23:12.834Z","demo","2025-06-07","Stella demergo coepi."
"D00030","Littel and Sons - Luxurious Concrete Ball",340713,"closed-lost",0,"2025-12-17","Andrew Williamson","kay.padberg25@yahoo.com","800-589-1901 x147","Dicki Inc","Direct Markets Architect","2025-07-25T06:35:29.453Z","2025-09-03T23:38:49.322Z","email","2025-08-18","Deficio vigilo cunae depono acervus."
"D00030","Littel and Sons - Luxurious Concrete Ball",340713,"closed-lost",0,"2025-12-17","Andrew Williamson","kay.padberg25@yahoo.com","800-589-1901 x147","Dicki Inc","Direct Markets Architect","2025-07-25T06:35:29.453Z","2025-09-03T23:38:49.322Z","email","2025-07-27","Tabesco caste utroque studio velut defleo aetas cognatus vorago."
"D00030","Littel and Sons - Luxurious Concrete Ball",340713,"closed-lost",0,"2025-12-17","Andrew Williamson","kay.padberg25@yahoo.com","800-589-1901 x147","Dicki Inc","Direct Markets Architect","2025-07-25T06:35:29.453Z","2025-09-03T23:38:49.322Z","meeting","2025-08-16","Amiculum velit arx creo viridis callide depromo decretum est commodo."
"D00030","Littel and Sons - Luxurious Concrete Ball",340713,"closed-lost",0,"2025-12-17","Andrew Williamson","kay.padberg25@yahoo.com","800-589-1901 x147","Dicki Inc","Direct Markets Architect","2025-07-25T06:35:29.453Z","2025-09-03T23:38:49.322Z","email","2025-07-26","Debitis uxor coniuratio comedo."
"D00030","Littel and Sons - Luxurious Concrete Ball",340713,"closed-lost",0,"2025-12-17","Andrew Williamson","kay.padberg25@yahoo.com","800-589-1901 x147","Dicki Inc","Direct Markets Architect","2025-07-25T06:35:29.453Z","2025-09-03T23:38:49.322Z","meeting","2025-08-01","Dolores comedo armarium."
"D00030","Littel and Sons - Luxurious Concrete Ball",340713,"closed-lost",0,"2025-12-17","Andrew Williamson","kay.padberg25@yahoo.com","800-589-1901 x147","Dicki Inc","Direct Markets Architect","2025-07-25T06:35:29.453Z","2025-09-03T23:38:49.322Z","meeting","2025-08-13","Audeo consequuntur spero victoria candidus vitae suffragium."
"D00030","Littel and Sons - Luxurious Concrete Ball",340713,"closed-lost",0,"2025-12-17","Andrew Williamson","kay.padberg25@yahoo.com","800-589-1901 x147","Dicki Inc","Direct Markets Architect","2025-07-25T06:35:29.453Z","2025-09-03T23:38:49.322Z","call","2025-08-07","Bibo quos vis aetas altus tener."
"D00030","Littel and Sons - Luxurious Concrete Ball",340713,"closed-lost",0,"2025-12-17","Andrew Williamson","kay.padberg25@yahoo.com","800-589-1901 x147","Dicki Inc","Direct Markets Architect","2025-07-25T06:35:29.453Z","2025-09-03T23:38:49.322Z","demo","2025-08-31","Vindico attero tubineus compello thalassinus velociter."
"D00031","Botsford - Berge - Sleek Marble Pants",11535,"lead",10,"2025-12-23","Joseph Hayes","lucius.schaden45@hotmail.com","296.632.1897","Marquardt LLC","Corporate Infrastructure Director","2025-08-10T01:21:56.090Z","2025-09-24T19:06:08.179Z","demo","2025-08-28","Consectetur tendo bellum perspiciatis thesaurus carpo defero tenax tripudio chirographum."
"D00031","Botsford - Berge - Sleek Marble Pants",11535,"lead",10,"2025-12-23","Joseph Hayes","lucius.schaden45@hotmail.com","296.632.1897","Marquardt LLC","Corporate Infrastructure Director","2025-08-10T01:21:56.090Z","2025-09-24T19:06:08.179Z","email","2025-09-17","Ter distinctio asper ademptio vir solus attollo vinco."
"D00031","Botsford - Berge - Sleek Marble Pants",11535,"lead",10,"2025-12-23","Joseph Hayes","lucius.schaden45@hotmail.com","296.632.1897","Marquardt LLC","Corporate Infrastructure Director","2025-08-10T01:21:56.090Z","2025-09-24T19:06:08.179Z","email","2025-08-10","Stella vacuus denego vindico."
"D00032","O'Connell - Runolfsdottir - Handmade Silk Cheese",475824,"qualified",36,"2026-01-04","Jeannette Konopelski","willie_russel@gmail.com","715-935-9545 x9745","Gutmann - Daniel","Corporate Usability Executive","2025-05-29T01:32:36.344Z","2025-06-20T04:41:02.345Z","meeting","2025-06-19","Ubi aperio valde subiungo."
"D00032","O'Connell - Runolfsdottir - Handmade Silk Cheese",475824,"qualified",36,"2026-01-04","Jeannette Konopelski","willie_russel@gmail.com","715-935-9545 x9745","Gutmann - Daniel","Corporate Usability Executive","2025-05-29T01:32:36.344Z","2025-06-20T04:41:02.345Z","email","2025-06-03","Circumvenio terebro dolorum caries agnosco molestias temporibus curriculum nihil combibo."
"D00032","O'Connell - Runolfsdottir - Handmade Silk Cheese",475824,"qualified",36,"2026-01-04","Jeannette Konopelski","willie_russel@gmail.com","715-935-9545 x9745","Gutmann - Daniel","Corporate Usability Executive","2025-05-29T01:32:36.344Z","2025-06-20T04:41:02.345Z","demo","2025-06-16","Audacia adamo solio deserunt quo demitto antiquus adfero."
"D00032","O'Connell - Runolfsdottir - Handmade Silk Cheese",475824,"qualified",36,"2026-01-04","Jeannette Konopelski","willie_russel@gmail.com","715-935-9545 x9745","Gutmann - Daniel","Corporate Usability Executive","2025-05-29T01:32:36.344Z","2025-06-20T04:41:02.345Z","demo","2025-05-29","Aeger adhaero ventosus textilis appositus ratione corrumpo."
"D00033","Hirthe and Sons - Practical Granite Pants",50447,"proposal",44,"2025-11-28","Charlene Schamberger","estel_rodriguez99@yahoo.com","1-509-987-9281","Monahan Group","International Integration Facilitator","2025-07-18T01:10:00.216Z","2025-10-02T18:42:24.338Z","email","2025-08-01","Corporis laboriosam voluptatum adinventitias tum arceo textor accommodo."
"D00033","Hirthe and Sons - Practical Granite Pants",50447,"proposal",44,"2025-11-28","Charlene Schamberger","estel_rodriguez99@yahoo.com","1-509-987-9281","Monahan Group","International Integration Facilitator","2025-07-18T01:10:00.216Z","2025-10-02T18:42:24.338Z","call","2025-07-26","Confero totus tres tardus vesica vicissitudo aestus quisquam soluta vigilo."
"D00033","Hirthe and Sons - Practical Granite Pants",50447,"proposal",44,"2025-11-28","Charlene Schamberger","estel_rodriguez99@yahoo.com","1-509-987-9281","Monahan Group","International Integration Facilitator","2025-07-18T01:10:00.216Z","2025-10-02T18:42:24.338Z","call","2025-09-24","Adulatio volutabrum cura considero demergo viscus audeo utilis pectus creo."
"D00033","Hirthe and Sons - Practical Granite Pants",50447,"proposal",44,"2025-11-28","Charlene Schamberger","estel_rodriguez99@yahoo.com","1-509-987-9281","Monahan Group","International Integration Facilitator","2025-07-18T01:10:00.216Z","2025-10-02T18:42:24.338Z","call","2025-09-30","Natus tutis cornu conspergo armarium conculco."
"D00034","Bashirian - Berge - Gorgeous Granite Cheese",26083,"negotiation",61,"2025-11-25","Terrance McLaughlin","william_roob@yahoo.com","(355) 919-6831 x927","Boehm, Lemke and Bogan","Forward Markets Planner","2025-09-30T04:15:40.229Z","2025-10-08T02:42:32.341Z","call","2025-09-30","Adhuc confugo ancilla volutabrum aut argumentum tergo aliquid."
"D00034","Bashirian - Berge - Gorgeous Granite Cheese",26083,"negotiation",61,"2025-11-25","Terrance McLaughlin","william_roob@yahoo.com","(355) 919-6831 x927","Boehm, Lemke and Bogan","Forward Markets Planner","2025-09-30T04:15:40.229Z","2025-10-08T02:42:32.341Z","email","2025-10-07","Aer quod thema."
"D00034","Bashirian - Berge - Gorgeous Granite Cheese",26083,"negotiation",61,"2025-11-25","Terrance McLaughlin","william_roob@yahoo.com","(355) 919-6831 x927","Boehm, Lemke and Bogan","Forward Markets Planner","2025-09-30T04:15:40.229Z","2025-10-08T02:42:32.341Z","call","2025-10-06","Benigne cumque brevis cum tametsi rem cur decens."
"D00034","Bashirian - Berge - Gorgeous Granite Cheese",26083,"negotiation",61,"2025-11-25","Terrance McLaughlin","william_roob@yahoo.com","(355) 919-6831 x927","Boehm, Lemke and Bogan","Forward Markets Planner","2025-09-30T04:15:40.229Z","2025-10-08T02:42:32.341Z","email","2025-10-03","Cura anser vorago perferendis colligo ubi."
"D00035","Orn - Schimmel - Bespoke Plastic Chair",135182,"closed-won",100,"2025-12-26","Ella Pouros","maximillia.collier6@gmail.com","718.931.5622","Daugherty Inc","Customer Identity Strategist","2025-11-04T21:05:50.869Z","2025-11-06T05:04:59.274Z","demo","2025-11-05","Amissio considero occaecati natus adopto."
"D00035","Orn - Schimmel - Bespoke Plastic Chair",135182,"closed-won",100,"2025-12-26","Ella Pouros","maximillia.collier6@gmail.com","718.931.5622","Daugherty Inc","Customer Identity Strategist","2025-11-04T21:05:50.869Z","2025-11-06T05:04:59.274Z","demo","2025-11-05","Quod theologus odio aequitas utpote ancilla conturbo admitto aufero omnis."
"D00035","Orn - Schimmel - Bespoke Plastic Chair",135182,"closed-won",100,"2025-12-26","Ella Pouros","maximillia.collier6@gmail.com","718.931.5622","Daugherty Inc","Customer Identity Strategist","2025-11-04T21:05:50.869Z","2025-11-06T05:04:59.274Z","email","2025-11-05","Expedita crastinus aestivus."
"D00035","Orn - Schimmel - Bespoke Plastic Chair",135182,"closed-won",100,"2025-12-26","Ella Pouros","maximillia.collier6@gmail.com","718.931.5622","Daugherty Inc","Customer Identity Strategist","2025-11-04T21:05:50.869Z","2025-11-06T05:04:59.274Z","call","2025-11-05","Valde xiphias adsum."
"D00035","Orn - Schimmel - Bespoke Plastic Chair",135182,"closed-won",100,"2025-12-26","Ella Pouros","maximillia.collier6@gmail.com","718.931.5622","Daugherty Inc","Customer Identity Strategist","2025-11-04T21:05:50.869Z","2025-11-06T05:04:59.274Z","email","2025-11-05","Ubi acer crapula veritatis dignissimos."
"D00035","Orn - Schimmel - Bespoke Plastic Chair",135182,"closed-won",100,"2025-12-26","Ella Pouros","maximillia.collier6@gmail.com","718.931.5622","Daugherty Inc","Customer Identity Strategist","2025-11-04T21:05:50.869Z","2025-11-06T05:04:59.274Z","call","2025-11-05","Video deduco asper suus socius corrupti neque surgo."
"D00036","Kirlin LLC - Awesome Cotton Computer",293398,"closed-lost",0,"2026-01-27","Jesse McDermott","talia_kautzer90@hotmail.com","229.810.3053 x9497","Hauck, Mraz and Rau","Central Paradigm Producer","2025-06-04T21:34:42.118Z","2025-09-30T15:43:18.774Z","call","2025-08-24","Adipiscor comitatus ater theca adnuo stillicidium crebro trans vulpes nostrum."
"D00036","Kirlin LLC - Awesome Cotton Computer",293398,"closed-lost",0,"2026-01-27","Jesse McDermott","talia_kautzer90@hotmail.com","229.810.3053 x9497","Hauck, Mraz and Rau","Central Paradigm Producer","2025-06-04T21:34:42.118Z","2025-09-30T15:43:18.774Z","call","2025-06-09","Vitiosus theca acerbitas ago derelinquo."
"D00036","Kirlin LLC - Awesome Cotton Computer",293398,"closed-lost",0,"2026-01-27","Jesse McDermott","talia_kautzer90@hotmail.com","229.810.3053 x9497","Hauck, Mraz and Rau","Central Paradigm Producer","2025-06-04T21:34:42.118Z","2025-09-30T15:43:18.774Z","meeting","2025-07-21","Vel saepe adflicto laborum illum deleo beatus thesis."
"D00036","Kirlin LLC - Awesome Cotton Computer",293398,"closed-lost",0,"2026-01-27","Jesse McDermott","talia_kautzer90@hotmail.com","229.810.3053 x9497","Hauck, Mraz and Rau","Central Paradigm Producer","2025-06-04T21:34:42.118Z","2025-09-30T15:43:18.774Z","meeting","2025-08-09","Suffragium sufficio cerno sub aetas."
"D00036","Kirlin LLC - Awesome Cotton Computer",293398,"closed-lost",0,"2026-01-27","Jesse McDermott","talia_kautzer90@hotmail.com","229.810.3053 x9497","Hauck, Mraz and Rau","Central Paradigm Producer","2025-06-04T21:34:42.118Z","2025-09-30T15:43:18.774Z","meeting","2025-06-17","Tergeo subiungo demoror supellex tamisium aequitas venia admitto tepidus."
"D00036","Kirlin LLC - Awesome Cotton Computer",293398,"closed-lost",0,"2026-01-27","Jesse McDermott","talia_kautzer90@hotmail.com","229.810.3053 x9497","Hauck, Mraz and Rau","Central Paradigm Producer","2025-06-04T21:34:42.118Z","2025-09-30T15:43:18.774Z","email","2025-09-29","Sollers comes soleo vinco baiulus tenuis solus."
"D00037","Johnston, Hahn and Casper - Bespoke Concrete Pizza",482923,"lead",5,"2025-11-12","Ivan Gulgowski I","jillian_feest@yahoo.com","(603) 407-2370","Buckridge - Haley","National Security Administrator","2025-05-20T05:18:14.184Z","2025-10-16T20:32:25.677Z","demo","2025-09-03","Virgo contabesco carus super vulpes canonicus."
"D00037","Johnston, Hahn and Casper - Bespoke Concrete Pizza",482923,"lead",5,"2025-11-12","Ivan Gulgowski I","jillian_feest@yahoo.com","(603) 407-2370","Buckridge - Haley","National Security Administrator","2025-05-20T05:18:14.184Z","2025-10-16T20:32:25.677Z","email","2025-07-17","Spero abscido velut vero audio infit sufficio urbs."
"D00038","Kuvalis Group - Soft Marble Soap",493956,"qualified",39,"2025-11-08","Jackie Kerluke","adrien55@hotmail.com","551.593.5842","Lehner - Considine","Forward Paradigm Liaison","2025-08-13T01:07:09.243Z","2025-09-22T05:44:17.008Z","call","2025-08-18","Vulticulus verto nesciunt."
"D00038","Kuvalis Group - Soft Marble Soap",493956,"qualified",39,"2025-11-08","Jackie Kerluke","adrien55@hotmail.com","551.593.5842","Lehner - Considine","Forward Paradigm Liaison","2025-08-13T01:07:09.243Z","2025-09-22T05:44:17.008Z","demo","2025-09-03","Degusto iste aegrus demo talus currus ter crapula trans."
"D00038","Kuvalis Group - Soft Marble Soap",493956,"qualified",39,"2025-11-08","Jackie Kerluke","adrien55@hotmail.com","551.593.5842","Lehner - Considine","Forward Paradigm Liaison","2025-08-13T01:07:09.243Z","2025-09-22T05:44:17.008Z","email","2025-09-13","Advoco sono cenaculum comprehendo similique astrum volup."
"D00038","Kuvalis Group - Soft Marble Soap",493956,"qualified",39,"2025-11-08","Jackie Kerluke","adrien55@hotmail.com","551.593.5842","Lehner - Considine","Forward Paradigm Liaison","2025-08-13T01:07:09.243Z","2025-09-22T05:44:17.008Z","meeting","2025-08-14","Vinum cras auctor."
"D00039","Lakin and Sons - Elegant Granite Chicken",403714,"proposal",54,"2025-12-30","Jessica Powlowski","tillman11@gmail.com","1-434-309-7406 x09246","Simonis - Konopelski","Corporate Interactions Administrator","2025-11-02T11:43:01.533Z","2025-11-04T23:48:27.675Z","demo","2025-11-04","Subseco beatae provident acer ad torqueo vir."
"D00039","Lakin and Sons - Elegant Granite Chicken",403714,"proposal",54,"2025-12-30","Jessica Powlowski","tillman11@gmail.com","1-434-309-7406 x09246","Simonis - Konopelski","Corporate Interactions Administrator","2025-11-02T11:43:01.533Z","2025-11-04T23:48:27.675Z","email","2025-11-02","Universe via brevis."
"D00039","Lakin and Sons - Elegant Granite Chicken",403714,"proposal",54,"2025-12-30","Jessica Powlowski","tillman11@gmail.com","1-434-309-7406 x09246","Simonis - Konopelski","Corporate Interactions Administrator","2025-11-02T11:43:01.533Z","2025-11-04T23:48:27.675Z","call","2025-11-04","Alter arcesso vulnero terminatio comburo armarium impedit defessus inventore depopulo."
